,name,Link,Plot
2088,All That Heaven Allows (1955),https://subslikescript.com/movie/All_That_Heaven_Allows-47811,"Cary Scott is a widow with two grown children. She's been leading a quiet life since her husband died, socializing with a small circle of friends. Her children no longer live with her full-time but come home every weekend. She's not unhappy but also doesn't realize how bored she is. Her friend Sara Warren encourages he to get a television set to keep her company but she doesn't want that either. She develops a friendship with Ron Kirby who owns his own nursery and comes every spring and fall to trim her trees. Ron is much younger than she and their friendship soon turns to love. Her circle of friends are surprised that she is seeing such a younger man and she might be prepared to overlook that - Ron certainly doesn't care about the differences in their ages - but when her son and daughter vehemently object, she decides to sacrifice her own feelings for their happiness. Over time however, she realizes that her children will be spending less and less time with her as they pursue their own lives an re-evaluates her decision."
2089,All That I Love (2009),https://subslikescript.com/movie/All_That_I_Love-1442584,"Follows four friends in their quest to form a punk band. As workers protests sweep across the country, Janek and Staszek, the sons of a navy man, the rebellious Kazik, and the affluent Diabel gel as a band, but their disparate lives are touched by social turmoil and outside perceptions."
2090,All That Is Invisible (2020),https://subslikescript.com/movie/All_That_Is_Invisible-8521782,Sudden blindness forces Jonás to face what he most fears: his own vulnerability.
2091,All That Jack's (1980),https://subslikescript.com/movie/All_That_Jacks-81104,The staff of elementary school prepare the retirement party for their cleaning woman. The complicated relations within the school will emerge to the surface on the same night.
2092,All That Matters Is Past (2012),https://subslikescript.com/movie/All_That_Matters_Is_Past-2188723,"Two brothers in their 40s are found dead in the forest. By their side lies a woman, very weak, but still alive. ""All that matters is past"" is the story of how Janne meets William after many years of separation. She leaves her family to live with him in a cabin by the river. They recreate the feeling of love and lust that they had as children, being sweethearts playing in the woods. But one day a Chinese baby girl is found floating down the river, and they realize that they are being haunted by William's brother. William and Janne runs further into the woods, trying to escape from their nemesis."
2093,All the Boys Love Mandy Lane (2006),https://subslikescript.com/movie/All_the_Boys_Love_Mandy_Lane-490076,"SPOILER: The orphan Mandy Lane is a beautiful, virgin and pure teenager raised by her aunt, desired by her schoolmates and a close friend of the outcast Emmet. After the death of their high school mate in a pool party, Mandy befriends Chloe, Marlin, Red, Bird and Jake. Red invites the group for a weekend party in the isolated ranch of his family, with all the boys disputing who would succeed in having sex with Mandy Lane. They meet the henchman Garth that takes care of the ranch and he asks the group to go easy on the drugs and booze. In the middle of the night, a stranger wearing a hood attacks Marlin in the barn; when Jake seeks her out, he faces the killer, beginning a night of bloodshed and terror."
2094,All the Bright Places (2020),https://subslikescript.com/movie/All_the_Bright_Places-3907584,"The story of Violet and Theodore, who meet and change each other's lives forever. As they struggle with the emotional and physical scars of their past, they discover that even the smallest places and moments can mean something."
2095,All the Creatures Were Stirring (2016),https://subslikescript.com/movie/All_the_Creatures_Were_Stirring-5273720,"On the night before Christmas, encounters with monsters and misfortunes will have some people running for their lives and others landing on the ""Naughty"" list."
2096,All the Crows in the World (2021),https://subslikescript.com/movie/All_the_Crows_in_the_World-14994868,18-year-old school girl Shengnan enters a night of adventure in the adults' world.
2097,All the Dead Ones (2020),https://subslikescript.com/movie/All_the_Dead_Ones-8845322,"1899. The fates of the women in two families become entangled when the Soareses, former land and slave owners, request help from Iná, a woman of African descent they once dismissed due to religious differences."
2098,All the Devil's Men (2018),https://subslikescript.com/movie/All_the_Devils_Men-6012244,"A battle-scarred War on Terror bounty hunter is forced to go to London on a manhunt for a disavowed CIA operative, which leads him into a deadly running battle with a former military comrade and his private army."
2099,All the Freckles in the World (2019),https://subslikescript.com/movie/All_the_Freckles_in_the_World-9809140,"""All the Freckles in the World"" story of a boy in his early teens trying to get attention of the school's pretty girl. Set in 90's Mexico City"
2100,All the Goals of 2006 FIFA World Cup Germany (2006),https://subslikescript.com/movie/All_the_Goals_of_2006_FIFA_World_Cup_Germany-12140602,
2101,All the Goals of 2014 FIFA World Cup Brazil (2014),https://subslikescript.com/movie/All_the_Goals_of_2014_FIFA_World_Cup_Brazil-12205864,
2102,All the Goals of 2018 FIFA World Cup Russia (2018),https://subslikescript.com/movie/All_the_Goals_of_2018_FIFA_World_Cup_Russia-12206040,
2103,All the Gods in the Sky (2018),https://subslikescript.com/movie/All_the_Gods_in_the_Sky-7543784,"30-year-old factory worker Simon lives a solitary existence on a decrepit farm in the remote French countryside. Devoting his time to caring for his sister Estelle, who was left severely ..."
2104,All the Good Ones Are Married (2007),https://subslikescript.com/movie/All_the_Good_Ones_Are_Married-1065291,"Ben Gold gets the break of his life as aspiring author, but must stay home with his kids, Luke and Madison, to make his 5 months deadline. His feminist wife, workaholic fashion executive Alex, selfishly decides to take in promising rebel designer Zoe Miller, who left her boyfriend Trey. The 20s something woman soon wins the family's hearts."
2105,All the Invisible Children (2005),https://subslikescript.com/movie/All_the_Invisible_Children-411098,"Seven shorts about childhood problem through the eyes of seven directors. 1) ""Tanza"": Mehdi Chafer shows a boy called Tanza in an undefined country in Africa fighting in a civil war with machine gun and explosives, and dreaming on having his home and going to school. 2) ""Uros"": Emir Kusturica shows a gypsy boy called Uros in his last day in a juvenile prison in Serbia-Montenegro without any other perspective but returning to the place. 3) ""Jesus Children of America"": Spike Lee shows a HIV positive girl called Blanca, daughter of junkies' parents with Aids and the cruelty of her schoolmates in school. 4) ""Bilu and João"": Kátia Lund gives an optimistic approach of two homeless children that fight to survive working on the streets, collecting beer and soda tins and paper to sell in a junkyard, and transporting shops in street fairs. 5) ""Jonathan"": Jordan and Ridley Scott show a photographer correspondent of war in pain for his past experiences. 6) ""Ciro"": Stefano Veneruso shows a young boy in Naples that pickpockets to survive. 7) ""Song Son and Little Cat"": John Woo shows a tale of fantasy, with a homeless orphan and a spoiled wealthy girl."
